"ASCOLTO_ID","PALINSESTO_ID","PROGRAMMA_ID","DATA_RILEVAZIONE","FASCIA_ORARIA","REGIONE","TELESPETTATORI","SHARE_PERCENTUALE","TARGET_COMMERCIALE","DISPOSITIVO"
3950,395,14,"2024-01-14","Pomeriggio","Veneto",263611,30.00,"Adulti 25-54","Streaming"
3951,396,14,"2024-01-17","Pomeriggio","Calabria",1096198,7.00,"Adulti 25-54","Streaming"
3952,396,14,"2024-01-17","Pomeriggio","Campania",599102,18.00,"Adulti 25-54","Streaming"
3953,396,14,"2024-01-17","Pomeriggio","Emilia-Romagna",203506,10.00,"Tutti","TV Tradizionale"
3954,396,14,"2024-01-17","Pomeriggio","Lazio",810125,10.00,"Giovani 15-34","Smart TV"
3955,396,14,"2024-01-17","Pomeriggio","Lombardia",1134300,7.00,"Tutti","Smart TV"
3956,396,14,"2024-01-17","Pomeriggio","Piemonte",338407,19.00,"Responsabili Acquisto","TV Tradizionale"
3957,396,14,"2024-01-17","Pomeriggio","Puglia",1493195,32.00,"Tutti","Smart TV"
3958,396,14,"2024-01-17","Pomeriggio","Sicilia",66063,28.00,"Tutti","TV Tradizionale"
3959,396,14,"2024-01-17","Pomeriggio","Toscana",692393,30.00,"Responsabili Acquisto","Streaming"
3960,396,14,"2024-01-17","Pomeriggio","Veneto",1376868,15.00,"Giovani 15-34","Streaming"
3961,397,14,"2024-01-20","Pomeriggio","Calabria",1089548,11.00,"Giovani 15-34","Streaming"
3962,397,14,"2024-01-20","Pomeriggio","Campania",88314,15.00,"Tutti","Streaming"
3963,397,14,"2024-01-20","Pomeriggio","Emilia-Romagna",907462,9.00,"Responsabili Acquisto","TV Tradizionale"
3964,397,14,"2024-01-20","Pomeriggio","Lazio",1052240,18.00,"Tutti","Smart TV"
3965,397,14,"2024-01-20","Pomeriggio","Lombardia",691161,13.00,"Tutti","Smart TV"
3966,397,14,"2024-01-20","Pomeriggio","Piemonte",261546,32.00,"Responsabili Acquisto","TV Tradizionale"
3967,397,14,"2024-01-20","Pomeriggio","Puglia",691714,15.00,"Responsabili Acquisto","Smart TV"
3968,397,14,"2024-01-20","Pomeriggio","Sicilia",1466515,20.00,"Responsabili Acquisto","TV Tradizionale"
3969,397,14,"2024-01-20","Pomeriggio","Toscana",563710,11.00,"Giovani 15-34","Streaming"
3970,397,14,"2024-01-20","Pomeriggio","Veneto",489287,21.00,"Tutti","Streaming"
3971,398,14,"2024-01-23","Pomeriggio","Calabria",1537696,21.00,"Giovani 15-34","Streaming"
3972,398,14,"2024-01-23","Pomeriggio","Campania",1711211,33.00,"Adulti 25-54","Streaming"
3973,398,14,"2024-01-23","Pomeriggio","Emilia-Romagna",634013,12.00,"Responsabili Acquisto","TV Tradizionale"
3974,398,14,"2024-01-23","Pomeriggio","Lazio",825912,6.00,"Tutti","Smart TV"
3975,398,14,"2024-01-23","Pomeriggio","Lombardia",193399,11.00,"Tutti","Smart TV"
3976,398,14,"2024-01-23","Pomeriggio","Piemonte",1763807,9.00,"Tutti","TV Tradizionale"
3977,398,14,"2024-01-23","Pomeriggio","Puglia",1268103,35.00,"Adulti 25-54","Smart TV"
3978,398,14,"2024-01-23","Pomeriggio","Sicilia",723493,28.00,"Giovani 15-34","TV Tradizionale"
3979,398,14,"2024-01-23","Pomeriggio","Toscana",1502191,25.00,"Giovani 15-34","Streaming"
3980,398,14,"2024-01-23","Pomeriggio","Veneto",385385,8.00,"Giovani 15-34","Streaming"
3981,399,14,"2024-01-26","Pomeriggio","Calabria",1981551,30.00,"Tutti","Streaming"
3982,399,14,"2024-01-26","Pomeriggio","Campania",1599658,12.00,"Giovani 15-34","Streaming"
3983,399,14,"2024-01-26","Pomeriggio","Emilia-Romagna",1023893,13.00,"Giovani 15-34","TV Tradizionale"
3984,399,14,"2024-01-26","Pomeriggio","Lazio",541827,18.00,"Giovani 15-34","Smart TV"
3985,399,14,"2024-01-26","Pomeriggio","Lombardia",1170143,22.00,"Responsabili Acquisto","Smart TV"
3986,399,14,"2024-01-26","Pomeriggio","Piemonte",1527502,19.00,"Tutti","TV Tradizionale"
3987,399,14,"2024-01-26","Pomeriggio","Puglia",884728,30.00,"Adulti 25-54","Smart TV"
3988,399,14,"2024-01-26","Pomeriggio","Sicilia",709624,31.00,"Adulti 25-54","TV Tradizionale"
3989,399,14,"2024-01-26","Pomeriggio","Toscana",1570412,24.00,"Adulti 25-54","Streaming"
3990,399,14,"2024-01-26","Pomeriggio","Veneto",1861521,8.00,"Responsabili Acquisto","Streaming"
3991,400,14,"2024-01-29","Pomeriggio","Calabria",1747694,9.00,"Responsabili Acquisto","Streaming"
3992,400,14,"2024-01-29","Pomeriggio","Campania",906748,21.00,"Giovani 15-34","Streaming"
3993,400,14,"2024-01-29","Pomeriggio","Emilia-Romagna",1659168,14.00,"Responsabili Acquisto","TV Tradizionale"
3994,400,14,"2024-01-29","Pomeriggio","Lazio",1565797,35.00,"Giovani 15-34","Smart TV"
3995,400,14,"2024-01-29","Pomeriggio","Lombardia",577535,27.00,"Giovani 15-34","Smart TV"
3996,400,14,"2024-01-29","Pomeriggio","Piemonte",1772287,6.00,"Giovani 15-34","TV Tradizionale"
3997,400,14,"2024-01-29","Pomeriggio","Puglia",1458827,28.00,"Tutti","Smart TV"
3998,400,14,"2024-01-29","Pomeriggio","Sicilia",1131374,33.00,"Responsabili Acquisto","TV Tradizionale"
3999,400,14,"2024-01-29","Pomeriggio","Toscana",1850087,22.00,"Adulti 25-54","Streaming"
4000,400,14,"2024-01-29","Pomeriggio","Veneto",1272476,34.00,"Tutti","Streaming"
4001,401,14,"2024-02-01","Pomeriggio","Calabria",1013807,5.00,"Giovani 15-34","Streaming"
4002,401,14,"2024-02-01","Pomeriggio","Campania",405297,12.00,"Giovani 15-34","Streaming"
4003,401,14,"2024-02-01","Pomeriggio","Emilia-Romagna",1605590,23.00,"Giovani 15-34","TV Tradizionale"
4004,401,14,"2024-02-01","Pomeriggio","Lazio",1190204,31.00,"Tutti","Smart TV"
4005,401,14,"2024-02-01","Pomeriggio","Lombardia",1544992,26.00,"Giovani 15-34","Smart TV"
4006,401,14,"2024-02-01","Pomeriggio","Piemonte",1949682,6.00,"Responsabili Acquisto","TV Tradizionale"
4007,401,14,"2024-02-01","Pomeriggio","Puglia",451318,8.00,"Adulti 25-54","Smart TV"
4008,401,14,"2024-02-01","Pomeriggio","Sicilia",1561816,6.00,"Giovani 15-34","TV Tradizionale"
4009,401,14,"2024-02-01","Pomeriggio","Toscana",1599575,32.00,"Giovani 15-34","Streaming"
4010,401,14,"2024-02-01","Pomeriggio","Veneto",1195082,27.00,"Adulti 25-54","Streaming"
4011,402,14,"2024-02-04","Pomeriggio","Calabria",1183206,30.00,"Giovani 15-34","Streaming"
4012,402,14,"2024-02-04","Pomeriggio","Campania",778186,20.00,"Giovani 15-34","Streaming"
4013,402,14,"2024-02-04","Pomeriggio","Emilia-Romagna",1072563,16.00,"Responsabili Acquisto","TV Tradizionale"
4014,402,14,"2024-02-04","Pomeriggio","Lazio",1657091,21.00,"Adulti 25-54","Smart TV"
4015,402,14,"2024-02-04","Pomeriggio","Lombardia",1829934,34.00,"Giovani 15-34","Smart TV"
4016,402,14,"2024-02-04","Pomeriggio","Piemonte",517301,21.00,"Tutti","TV Tradizionale"
4017,402,14,"2024-02-04","Pomeriggio","Puglia",1591591,19.00,"Tutti","Smart TV"
4018,402,14,"2024-02-04","Pomeriggio","Sicilia",1586751,5.00,"Giovani 15-34","TV Tradizionale"
4019,402,14,"2024-02-04","Pomeriggio","Toscana",1425356,32.00,"Tutti","Streaming"
4020,402,14,"2024-02-04","Pomeriggio","Veneto",628552,32.00,"Giovani 15-34","Streaming"
4021,403,14,"2024-02-07","Pomeriggio","Calabria",1878779,27.00,"Adulti 25-54","Streaming"
4022,403,14,"2024-02-07","Pomeriggio","Campania",1484998,17.00,"Adulti 25-54","Streaming"
4023,403,14,"2024-02-07","Pomeriggio","Emilia-Romagna",816258,29.00,"Tutti","TV Tradizionale"
4024,403,14,"2024-02-07","Pomeriggio","Lazio",1406949,5.00,"Adulti 25-54","Smart TV"
4025,403,14,"2024-02-07","Pomeriggio","Lombardia",547624,32.00,"Adulti 25-54","Smart TV"
4026,403,14,"2024-02-07","Pomeriggio","Piemonte",434670,23.00,"Adulti 25-54","TV Tradizionale"
4027,403,14,"2024-02-07","Pomeriggio","Puglia",498458,9.00,"Responsabili Acquisto","Smart TV"
4028,403,14,"2024-02-07","Pomeriggio","Sicilia",956139,13.00,"Adulti 25-54","TV Tradizionale"
4029,403,14,"2024-02-07","Pomeriggio","Toscana",1778267,33.00,"Adulti 25-54","Streaming"
4030,403,14,"2024-02-07","Pomeriggio","Veneto",733069,12.00,"Giovani 15-34","Streaming"
4031,404,14,"2024-02-10","Pomeriggio","Calabria",210896,26.00,"Adulti 25-54","Streaming"
4032,404,14,"2024-02-10","Pomeriggio","Campania",264313,5.00,"Tutti","Streaming"
4033,404,14,"2024-02-10","Pomeriggio","Emilia-Romagna",497745,7.00,"Giovani 15-34","TV Tradizionale"
4034,404,14,"2024-02-10","Pomeriggio","Lazio",1400850,10.00,"Adulti 25-54","Smart TV"
4035,404,14,"2024-02-10","Pomeriggio","Lombardia",1856243,18.00,"Tutti","Smart TV"
4036,404,14,"2024-02-10","Pomeriggio","Piemonte",1202956,14.00,"Tutti","TV Tradizionale"
4037,404,14,"2024-02-10","Pomeriggio","Puglia",1724080,24.00,"Responsabili Acquisto","Smart TV"
4038,404,14,"2024-02-10","Pomeriggio","Sicilia",1178171,28.00,"Responsabili Acquisto","TV Tradizionale"
4039,404,14,"2024-02-10","Pomeriggio","Toscana",1357747,22.00,"Tutti","Streaming"
4040,404,14,"2024-02-10","Pomeriggio","Veneto",399593,10.00,"Adulti 25-54","Streaming"
4041,405,14,"2024-02-13","Pomeriggio","Calabria",885545,31.00,"Adulti 25-54","Streaming"
4042,405,14,"2024-02-13","Pomeriggio","Campania",209578,21.00,"Adulti 25-54","Streaming"
4043,405,14,"2024-02-13","Pomeriggio","Emilia-Romagna",1041349,33.00,"Adulti 25-54","TV Tradizionale"
4044,405,14,"2024-02-13","Pomeriggio","Lazio",1013977,17.00,"Adulti 25-54","Smart TV"
4045,405,14,"2024-02-13","Pomeriggio","Lombardia",425465,27.00,"Giovani 15-34","Smart TV"
4046,405,14,"2024-02-13","Pomeriggio","Piemonte",237572,19.00,"Responsabili Acquisto","TV Tradizionale"
4047,405,14,"2024-02-13","Pomeriggio","Puglia",1722529,24.00,"Giovani 15-34","Smart TV"
4048,405,14,"2024-02-13","Pomeriggio","Sicilia",1655393,10.00,"Tutti","TV Tradizionale"
4049,405,14,"2024-02-13","Pomeriggio","Toscana",1832273,34.00,"Tutti","Streaming"
4050,405,14,"2024-02-13","Pomeriggio","Veneto",1150593,30.00,"Adulti 25-54","Streaming"
4051,406,14,"2024-02-16","Pomeriggio","Calabria",1422367,5.00,"Giovani 15-34","Streaming"
4052,406,14,"2024-02-16","Pomeriggio","Campania",248761,19.00,"Giovani 15-34","Streaming"
4053,406,14,"2024-02-16","Pomeriggio","Emilia-Romagna",1337110,19.00,"Tutti","TV Tradizionale"
4054,406,14,"2024-02-16","Pomeriggio","Lazio",1408705,19.00,"Tutti","Smart TV"
4055,406,14,"2024-02-16","Pomeriggio","Lombardia",1724781,5.00,"Responsabili Acquisto","Smart TV"
4056,406,14,"2024-02-16","Pomeriggio","Piemonte",1258723,32.00,"Adulti 25-54","TV Tradizionale"
4057,406,14,"2024-02-16","Pomeriggio","Puglia",719925,28.00,"Adulti 25-54","Smart TV"
4058,406,14,"2024-02-16","Pomeriggio","Sicilia",1079591,26.00,"Adulti 25-54","TV Tradizionale"
4059,406,14,"2024-02-16","Pomeriggio","Toscana",910495,12.00,"Adulti 25-54","Streaming"
4060,406,14,"2024-02-16","Pomeriggio","Veneto",1979395,13.00,"Adulti 25-54","Streaming"
4061,407,14,"2024-02-19","Pomeriggio","Calabria",988352,24.00,"Adulti 25-54","Streaming"
4062,407,14,"2024-02-19","Pomeriggio","Campania",391029,33.00,"Adulti 25-54","Streaming"
4063,407,14,"2024-02-19","Pomeriggio","Emilia-Romagna",555580,27.00,"Tutti","TV Tradizionale"
4064,407,14,"2024-02-19","Pomeriggio","Lazio",1803164,9.00,"Responsabili Acquisto","Smart TV"
4065,407,14,"2024-02-19","Pomeriggio","Lombardia",1355780,32.00,"Adulti 25-54","Smart TV"
4066,407,14,"2024-02-19","Pomeriggio","Piemonte",770755,20.00,"Tutti","TV Tradizionale"
4067,407,14,"2024-02-19","Pomeriggio","Puglia",1904549,31.00,"Giovani 15-34","Smart TV"
4068,407,14,"2024-02-19","Pomeriggio","Sicilia",461637,18.00,"Adulti 25-54","TV Tradizionale"
4069,407,14,"2024-02-19","Pomeriggio","Toscana",1767048,18.00,"Responsabili Acquisto","Streaming"
4070,407,14,"2024-02-19","Pomeriggio","Veneto",932645,22.00,"Tutti","Streaming"
4071,408,14,"2024-02-22","Pomeriggio","Calabria",1848465,20.00,"Tutti","Streaming"
4072,408,14,"2024-02-22","Pomeriggio","Campania",574868,14.00,"Adulti 25-54","Streaming"
4073,408,14,"2024-02-22","Pomeriggio","Emilia-Romagna",624462,7.00,"Tutti","TV Tradizionale"
4074,408,14,"2024-02-22","Pomeriggio","Lazio",1018979,34.00,"Responsabili Acquisto","Smart TV"
4075,408,14,"2024-02-22","Pomeriggio","Lombardia",880030,21.00,"Adulti 25-54","Smart TV"
4076,408,14,"2024-02-22","Pomeriggio","Piemonte",52395,11.00,"Responsabili Acquisto","TV Tradizionale"
4077,408,14,"2024-02-22","Pomeriggio","Puglia",1805671,25.00,"Adulti 25-54","Smart TV"
4078,408,14,"2024-02-22","Pomeriggio","Sicilia",213162,13.00,"Responsabili Acquisto","TV Tradizionale"
4079,408,14,"2024-02-22","Pomeriggio","Toscana",455158,34.00,"Giovani 15-34","Streaming"
4080,408,14,"2024-02-22","Pomeriggio","Veneto",710401,30.00,"Giovani 15-34","Streaming"
4081,409,14,"2024-02-25","Pomeriggio","Calabria",1828174,25.00,"Responsabili Acquisto","Streaming"
4082,409,14,"2024-02-25","Pomeriggio","Campania",655748,33.00,"Giovani 15-34","Streaming"
4083,409,14,"2024-02-25","Pomeriggio","Emilia-Romagna",1263797,21.00,"Giovani 15-34","TV Tradizionale"
4084,409,14,"2024-02-25","Pomeriggio","Lazio",623181,35.00,"Responsabili Acquisto","Smart TV"
4085,409,14,"2024-02-25","Pomeriggio","Lombardia",541355,16.00,"Giovani 15-34","Smart TV"
4086,409,14,"2024-02-25","Pomeriggio","Piemonte",909708,18.00,"Giovani 15-34","TV Tradizionale"
4087,409,14,"2024-02-25","Pomeriggio","Puglia",1670211,13.00,"Responsabili Acquisto","Smart TV"
4088,409,14,"2024-02-25","Pomeriggio","Sicilia",236924,29.00,"Responsabili Acquisto","TV Tradizionale"
4089,409,14,"2024-02-25","Pomeriggio","Toscana",223067,19.00,"Giovani 15-34","Streaming"
4090,409,14,"2024-02-25","Pomeriggio","Veneto",415805,35.00,"Responsabili Acquisto","Streaming"
4091,410,14,"2024-02-28","Pomeriggio","Calabria",176321,6.00,"Tutti","Streaming"
4092,410,14,"2024-02-28","Pomeriggio","Campania",863196,27.00,"Responsabili Acquisto","Streaming"
4093,410,14,"2024-02-28","Pomeriggio","Emilia-Romagna",1927087,22.00,"Responsabili Acquisto","TV Tradizionale"
4094,410,14,"2024-02-28","Pomeriggio","Lazio",1591370,9.00,"Responsabili Acquisto","Smart TV"
4095,410,14,"2024-02-28","Pomeriggio","Lombardia",1947913,15.00,"Giovani 15-34","Smart TV"
4096,410,14,"2024-02-28","Pomeriggio","Piemonte",1887531,21.00,"Adulti 25-54","TV Tradizionale"
4097,410,14,"2024-02-28","Pomeriggio","Puglia",155318,35.00,"Giovani 15-34","Smart TV"
4098,410,14,"2024-02-28","Pomeriggio","Sicilia",237888,24.00,"Giovani 15-34","TV Tradizionale"
4099,410,14,"2024-02-28","Pomeriggio","Toscana",1753061,26.00,"Responsabili Acquisto","Streaming"
4100,410,14,"2024-02-28","Pomeriggio","Veneto",1535717,25.00,"Responsabili Acquisto","Streaming"
4101,411,14,"2024-03-02","Pomeriggio","Calabria",106032,16.00,"Responsabili Acquisto","Streaming"
4102,411,14,"2024-03-02","Pomeriggio","Campania",1806948,33.00,"Adulti 25-54","Streaming"
4103,411,14,"2024-03-02","Pomeriggio","Emilia-Romagna",79425,31.00,"Giovani 15-34","TV Tradizionale"
4104,411,14,"2024-03-02","Pomeriggio","Lazio",1491854,6.00,"Adulti 25-54","Smart TV"
4105,411,14,"2024-03-02","Pomeriggio","Lombardia",876992,19.00,"Tutti","Smart TV"
4106,411,14,"2024-03-02","Pomeriggio","Piemonte",886755,23.00,"Tutti","TV Tradizionale"
4107,411,14,"2024-03-02","Pomeriggio","Puglia",1238558,21.00,"Tutti","Smart TV"
4108,411,14,"2024-03-02","Pomeriggio","Sicilia",668053,6.00,"Tutti","TV Tradizionale"
4109,411,14,"2024-03-02","Pomeriggio","Toscana",418973,15.00,"Responsabili Acquisto","Streaming"
4110,411,14,"2024-03-02","Pomeriggio","Veneto",1466611,9.00,"Adulti 25-54","Streaming"
4111,412,14,"2024-03-05","Pomeriggio","Calabria",726423,13.00,"Adulti 25-54","Streaming"
4112,412,14,"2024-03-05","Pomeriggio","Campania",1187147,30.00,"Responsabili Acquisto","Streaming"
4113,412,14,"2024-03-05","Pomeriggio","Emilia-Romagna",1941227,13.00,"Tutti","TV Tradizionale"
4114,412,14,"2024-03-05","Pomeriggio","Lazio",954368,9.00,"Tutti","Smart TV"
4115,412,14,"2024-03-05","Pomeriggio","Lombardia",1557613,10.00,"Adulti 25-54","Smart TV"
4116,412,14,"2024-03-05","Pomeriggio","Piemonte",1236345,33.00,"Tutti","TV Tradizionale"
4117,412,14,"2024-03-05","Pomeriggio","Puglia",1610339,20.00,"Adulti 25-54","Smart TV"
4118,412,14,"2024-03-05","Pomeriggio","Sicilia",1400132,30.00,"Responsabili Acquisto","TV Tradizionale"
4119,412,14,"2024-03-05","Pomeriggio","Toscana",1531894,14.00,"Giovani 15-34","Streaming"
4120,412,14,"2024-03-05","Pomeriggio","Veneto",787411,7.00,"Tutti","Streaming"
4121,413,14,"2024-03-08","Pomeriggio","Calabria",67601,18.00,"Responsabili Acquisto","Streaming"
4122,413,14,"2024-03-08","Pomeriggio","Campania",688476,29.00,"Responsabili Acquisto","Streaming"
4123,413,14,"2024-03-08","Pomeriggio","Emilia-Romagna",573086,33.00,"Adulti 25-54","TV Tradizionale"
4124,413,14,"2024-03-08","Pomeriggio","Lazio",163972,24.00,"Responsabili Acquisto","Smart TV"
4125,413,14,"2024-03-08","Pomeriggio","Lombardia",1096762,9.00,"Responsabili Acquisto","Smart TV"
4126,413,14,"2024-03-08","Pomeriggio","Piemonte",180497,28.00,"Tutti","TV Tradizionale"
4127,413,14,"2024-03-08","Pomeriggio","Puglia",1395767,35.00,"Giovani 15-34","Smart TV"
4128,413,14,"2024-03-08","Pomeriggio","Sicilia",1849714,15.00,"Adulti 25-54","TV Tradizionale"
4129,413,14,"2024-03-08","Pomeriggio","Toscana",951780,8.00,"Tutti","Streaming"
4130,413,14,"2024-03-08","Pomeriggio","Veneto",805173,33.00,"Adulti 25-54","Streaming"
4131,414,14,"2024-03-11","Pomeriggio","Calabria",1340683,16.00,"Giovani 15-34","Streaming"
4132,414,14,"2024-03-11","Pomeriggio","Campania",1083325,13.00,"Tutti","Streaming"
4133,414,14,"2024-03-11","Pomeriggio","Emilia-Romagna",165872,34.00,"Tutti","TV Tradizionale"
4134,414,14,"2024-03-11","Pomeriggio","Lazio",953234,24.00,"Giovani 15-34","Smart TV"
4135,414,14,"2024-03-11","Pomeriggio","Lombardia",871844,8.00,"Adulti 25-54","Smart TV"
4136,414,14,"2024-03-11","Pomeriggio","Piemonte",1918958,14.00,"Tutti","TV Tradizionale"
4137,414,14,"2024-03-11","Pomeriggio","Puglia",842043,32.00,"Adulti 25-54","Smart TV"
4138,414,14,"2024-03-11","Pomeriggio","Sicilia",1026465,21.00,"Giovani 15-34","TV Tradizionale"
4139,414,14,"2024-03-11","Pomeriggio","Toscana",930487,26.00,"Adulti 25-54","Streaming"
4140,414,14,"2024-03-11","Pomeriggio","Veneto",631771,34.00,"Adulti 25-54","Streaming"
4141,415,14,"2024-03-14","Pomeriggio","Calabria",723470,20.00,"Giovani 15-34","Streaming"
4142,415,14,"2024-03-14","Pomeriggio","Campania",953466,13.00,"Adulti 25-54","Streaming"
4143,415,14,"2024-03-14","Pomeriggio","Emilia-Romagna",110334,27.00,"Tutti","TV Tradizionale"
4144,415,14,"2024-03-14","Pomeriggio","Lazio",1846256,34.00,"Responsabili Acquisto","Smart TV"
4145,415,14,"2024-03-14","Pomeriggio","Lombardia",1328729,6.00,"Responsabili Acquisto","Smart TV"
4146,415,14,"2024-03-14","Pomeriggio","Piemonte",1281086,11.00,"Tutti","TV Tradizionale"
4147,415,14,"2024-03-14","Pomeriggio","Puglia",399746,25.00,"Responsabili Acquisto","Smart TV"
4148,415,14,"2024-03-14","Pomeriggio","Sicilia",894874,10.00,"Responsabili Acquisto","TV Tradizionale"
4149,415,14,"2024-03-14","Pomeriggio","Toscana",65983,20.00,"Giovani 15-34","Streaming"
4150,415,14,"2024-03-14","Pomeriggio","Veneto",1375462,10.00,"Tutti","Streaming"
4151,416,14,"2024-03-17","Pomeriggio","Calabria",637659,8.00,"Responsabili Acquisto","Streaming"
4152,416,14,"2024-03-17","Pomeriggio","Campania",1966917,30.00,"Responsabili Acquisto","Streaming"
4153,416,14,"2024-03-17","Pomeriggio","Emilia-Romagna",261696,25.00,"Giovani 15-34","TV Tradizionale"
4154,416,14,"2024-03-17","Pomeriggio","Lazio",1655371,34.00,"Responsabili Acquisto","Smart TV"
4155,416,14,"2024-03-17","Pomeriggio","Lombardia",495095,30.00,"Adulti 25-54","Smart TV"
4156,416,14,"2024-03-17","Pomeriggio","Piemonte",404382,26.00,"Giovani 15-34","TV Tradizionale"
4157,416,14,"2024-03-17","Pomeriggio","Puglia",1711981,20.00,"Adulti 25-54","Smart TV"
4158,416,14,"2024-03-17","Pomeriggio","Sicilia",1079755,28.00,"Responsabili Acquisto","TV Tradizionale"
4159,416,14,"2024-03-17","Pomeriggio","Toscana",255915,27.00,"Responsabili Acquisto","Streaming"
4160,416,14,"2024-03-17","Pomeriggio","Veneto",1165429,24.00,"Giovani 15-34","Streaming"
4161,417,14,"2024-03-20","Pomeriggio","Calabria",698486,29.00,"Giovani 15-34","Streaming"
4162,417,14,"2024-03-20","Pomeriggio","Campania",1740553,5.00,"Adulti 25-54","Streaming"
4163,417,14,"2024-03-20","Pomeriggio","Emilia-Romagna",1206111,23.00,"Giovani 15-34","TV Tradizionale"
4164,417,14,"2024-03-20","Pomeriggio","Lazio",126446,25.00,"Tutti","Smart TV"
4165,417,14,"2024-03-20","Pomeriggio","Lombardia",667909,6.00,"Adulti 25-54","Smart TV"
4166,417,14,"2024-03-20","Pomeriggio","Piemonte",481992,6.00,"Giovani 15-34","TV Tradizionale"
4167,417,14,"2024-03-20","Pomeriggio","Puglia",291796,13.00,"Giovani 15-34","Smart TV"
4168,417,14,"2024-03-20","Pomeriggio","Sicilia",1906933,30.00,"Giovani 15-34","TV Tradizionale"
4169,417,14,"2024-03-20","Pomeriggio","Toscana",868839,17.00,"Giovani 15-34","Streaming"
4170,417,14,"2024-03-20","Pomeriggio","Veneto",400570,28.00,"Giovani 15-34","Streaming"
4171,418,14,"2024-03-23","Pomeriggio","Calabria",427472,21.00,"Responsabili Acquisto","Streaming"
4172,418,14,"2024-03-23","Pomeriggio","Campania",764138,9.00,"Tutti","Streaming"
4173,418,14,"2024-03-23","Pomeriggio","Emilia-Romagna",1470984,11.00,"Responsabili Acquisto","TV Tradizionale"
4174,418,14,"2024-03-23","Pomeriggio","Lazio",567039,29.00,"Tutti","Smart TV"
4175,418,14,"2024-03-23","Pomeriggio","Lombardia",593207,19.00,"Tutti","Smart TV"
4176,418,14,"2024-03-23","Pomeriggio","Piemonte",1152518,8.00,"Responsabili Acquisto","TV Tradizionale"
4177,418,14,"2024-03-23","Pomeriggio","Puglia",1576712,28.00,"Tutti","Smart TV"
4178,418,14,"2024-03-23","Pomeriggio","Sicilia",873320,17.00,"Responsabili Acquisto","TV Tradizionale"
4179,418,14,"2024-03-23","Pomeriggio","Toscana",195824,10.00,"Responsabili Acquisto","Streaming"
4180,418,14,"2024-03-23","Pomeriggio","Veneto",902867,8.00,"Responsabili Acquisto","Streaming"
4181,419,14,"2024-03-26","Pomeriggio","Calabria",1291988,21.00,"Giovani 15-34","Streaming"
4182,419,14,"2024-03-26","Pomeriggio","Campania",1885091,35.00,"Responsabili Acquisto","Streaming"
4183,419,14,"2024-03-26","Pomeriggio","Emilia-Romagna",1680078,15.00,"Responsabili Acquisto","TV Tradizionale"
4184,419,14,"2024-03-26","Pomeriggio","Lazio",501386,5.00,"Adulti 25-54","Smart TV"
4185,419,14,"2024-03-26","Pomeriggio","Lombardia",1740747,31.00,"Tutti","Smart TV"
4186,419,14,"2024-03-26","Pomeriggio","Piemonte",240715,27.00,"Adulti 25-54","TV Tradizionale"
4187,419,14,"2024-03-26","Pomeriggio","Puglia",1015564,29.00,"Tutti","Smart TV"
4188,419,14,"2024-03-26","Pomeriggio","Sicilia",1965521,12.00,"Adulti 25-54","TV Tradizionale"
4189,419,14,"2024-03-26","Pomeriggio","Toscana",785183,17.00,"Responsabili Acquisto","Streaming"
4190,419,14,"2024-03-26","Pomeriggio","Veneto",999190,27.00,"Tutti","Streaming"
4191,420,14,"2024-03-29","Pomeriggio","Calabria",231463,22.00,"Giovani 15-34","Streaming"
4192,420,14,"2024-03-29","Pomeriggio","Campania",302526,22.00,"Responsabili Acquisto","Streaming"
4193,420,14,"2024-03-29","Pomeriggio","Emilia-Romagna",801036,29.00,"Adulti 25-54","TV Tradizionale"
4194,420,14,"2024-03-29","Pomeriggio","Lazio",1691286,29.00,"Tutti","Smart TV"
4195,420,14,"2024-03-29","Pomeriggio","Lombardia",1322667,17.00,"Giovani 15-34","Smart TV"
4196,420,14,"2024-03-29","Pomeriggio","Piemonte",1073166,30.00,"Giovani 15-34","TV Tradizionale"
4197,420,14,"2024-03-29","Pomeriggio","Puglia",340014,12.00,"Giovani 15-34","Smart TV"
4198,420,14,"2024-03-29","Pomeriggio","Sicilia",1468517,13.00,"Giovani 15-34","TV Tradizionale"
4199,420,14,"2024-03-29","Pomeriggio","Toscana",1593317,21.00,"Tutti","Streaming"
4200,420,14,"2024-03-29","Pomeriggio","Veneto",1179907,20.00,"Giovani 15-34","Streaming"
4201,421,15,"2024-01-01","Pomeriggio","Calabria",1534849,21.00,"Giovani 15-34","Streaming"
4202,421,15,"2024-01-01","Pomeriggio","Campania",572890,21.00,"Responsabili Acquisto","Streaming"
4203,421,15,"2024-01-01","Pomeriggio","Emilia-Romagna",1252964,6.00,"Adulti 25-54","TV Tradizionale"
4204,421,15,"2024-01-01","Pomeriggio","Lazio",97647,11.00,"Tutti","Smart TV"
4205,421,15,"2024-01-01","Pomeriggio","Lombardia",69393,21.00,"Giovani 15-34","Smart TV"
4206,421,15,"2024-01-01","Pomeriggio","Piemonte",799790,17.00,"Giovani 15-34","TV Tradizionale"
4207,421,15,"2024-01-01","Pomeriggio","Puglia",209938,8.00,"Responsabili Acquisto","Smart TV"
4208,421,15,"2024-01-01","Pomeriggio","Sicilia",1505867,34.00,"Adulti 25-54","TV Tradizionale"
4209,421,15,"2024-01-01","Pomeriggio","Toscana",1717675,14.00,"Adulti 25-54","Streaming"
